轨迹ID,圈号,时间(ms),波位,方位(度),距离(m),俯仰(度),高度(m),径向速度(m/s),SNR,RCS,X(m),Y(m),Z(m)
4,51,1042624,12,65.3282,5103.99,2.0480,182.40,-0.8191,50,1.000000e+02,4635.1,2129.1,182.4
4,51,1042460,11,61.7284,5080.78,1.5108,133.95,0.8191,41,1.000000e+02,4473.1,2405.7,134.0
4,52,1045248,11,61.3233,5009.90,0.5486,47.97,0.5461,53,1.000000e+02,4395.2,2404.0,48.0
4,52,1045412,12,65.7798,5129.62,2.1124,189.07,-0.8191,50,1.000000e+02,4674.9,2103.0,189.1
4,52,1045576,13,69.6954,5225.70,3.5594,324.43,0.8191,47,1.000000e+02,4891.5,1809.9,324.4
4,53,1048364,13,69.2550,5055.49,2.7245,240.31,-0.5461,60,1.000000e+02,4722.4,1788.7,240.3
4,53,1048200,12,65.1566,5107.96,1.8837,167.90,0.8191,47,1.000000e+02,4632.8,2144.9,167.9
4,53,1048036,11,62.0659,5085.41,1.4737,130.79,0.8191,46,1.000000e+02,4491.4,2381.5,130.8
4,53,1048200,12,66.0829,5274.14,5.9371,545.54,-9.2833,18,1.446620e+01,4795.4,2126.7,545.5
4,54,1050988,12,67.7180,5178.31,2.7588,249.24,-0.8191,53,1.000000e+02,4786.1,1961.2,249.2
4,54,1050988,12,66.0767,5302.23,3.2917,304.45,-11.4676,24,3.762770e+01,4838.7,2146.6,304.5
4,54,1050988,12,66.3835,5486.97,2.3987,229.65,-9.2833,20,2.576490e+01,5023.0,2196.2,229.6
4,55,1053940,13,69.1211,5202.92,3.1784,288.48,0.8191,49,1.000000e+02,4853.8,1851.4,288.5
4,55,1053776,12,67.1138,5512.09,3.0910,297.22,-8.1911,25,7.071360e+01,5070.8,2140.5,297.2
4,56,1056564,12,63.6149,5366.93,3.3559,314.17,-3.5495,20,2.340860e+01,4799.6,2381.0,314.2
