CPI序号,波位号,时间戳(ms),帧间隔(ms),目标数,有效点迹数,宽脉冲数,窄脉冲数,最小距离(m),最大距离(m),最小速度(m/s),最大速度(m/s),正高度点数,负高度点数(地杂波)
341,15,953900,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
342,16,954064,164,2,2,1,1,1224.6,1615.4,-4.64,149.72,2,0
343,0,954228,164,1,1,0,1,230.6,230.6,4.64,4.64,1,0
344,1,954392,164,3,3,0,3,216.7,929.0,-4.91,3.28,3,0
345,2,954556,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
346,3,954720,164,2,2,1,1,1483.4,12134.2,-0.82,3.00,1,1
347,4,954884,164,16,16,15,1,1335.9,12136.6,-58.16,3.00,8,8
348,5,955048,164,1,1,1,0,2728.6,2728.6,-9.56,-9.56,1,0
349,6,955212,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
350,7,955376,164,14,14,10,4,1507.5,10718.1,-63.34,40.14,4,10
351,8,955540,164,5,5,3,2,1319.8,4765.4,-11.52,0.82,2,3
352,9,955704,164,3,3,1,2,1392.8,3258.0,-1.09,12.29,1,2
353,10,955868,164,2,2,1,1,1937.8,3185.9,-9.28,0.82,1,1
354,11,956032,164,2,2,1,1,2230.9,3976.3,-46.14,-3.28,2,0
355,12,956196,164,2,2,2,0,2611.1,4192.9,-7.65,-3.55,2,0
356,13,956360,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
357,14,956524,164,1,1,0,1,1916.7,1916.7,3.55,3.55,0,1
358,15,956688,164,2,2,0,2,573.7,2304.5,-2.46,16.93,1,1
359,16,956852,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
360,0,957016,164,1,1,1,0,3183.5,3183.5,-95.02,-95.02,1,0
361,1,957180,164,3,3,0,3,236.0,935.9,-4.10,7.92,3,0
362,2,957344,164,2,2,1,1,890.5,8994.1,-7.37,7.92,1,1
363,3,957508,164,1,1,1,0,2827.3,2827.3,1.64,1.64,1,0
364,4,957672,164,19,19,16,3,1313.0,11439.4,-45.87,67.44,7,12
365,5,957836,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
366,6,958000,164,1,1,1,0,2490.2,2490.2,2.73,2.73,1,0
367,7,958164,164,15,15,9,6,551.2,10718.3,-63.07,26.48,4,11
368,8,958328,164,2,2,1,1,2087.8,4771.6,-0.82,5.73,1,1
369,9,958492,164,2,2,1,1,1144.6,3544.6,0.82,3.28,1,1
370,10,958656,164,4,4,3,1,1936.2,4747.8,-9.01,-0.82,3,1
371,11,958820,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
372,12,958984,164,1,1,1,0,1985.7,1985.7,-4.37,-4.37,1,0
373,13,959148,164,1,1,1,0,11036.7,11036.7,-7.10,-7.10,1,0
374,14,959312,164,1,1,0,1,1560.4,1560.4,-1.09,-1.09,0,1
375,15,959476,164,2,2,2,0,2227.4,9788.1,-45.32,16.11,1,1
376,16,959640,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
377,0,959804,164,3,3,1,2,232.9,3452.1,-99.54,6.83,3,0
378,1,959968,164,2,2,0,2,880.0,912.2,8.46,9.28,2,0
379,2,960132,164,1,1,0,1,880.1,880.1,8.74,8.74,1,0
380,3,960296,164,2,2,2,0,2609.9,12138.5,0.82,4.64,2,0
381,4,960460,164,15,15,13,2,1317.8,11439.2,-10.92,53.52,8,7
382,5,960624,164,1,1,0,1,2251.8,2251.8,0.82,0.82,0,1
383,6,960788,164,2,2,2,0,2754.0,6926.5,-1.37,5.46,2,0
384,7,960952,164,11,11,7,4,910.9,11469.2,-57.34,50.24,3,8
385,8,961116,164,5,5,4,1,2083.0,4793.1,-7.10,17.47,3,2
386,9,961280,164,2,2,1,1,1129.2,5486.4,-4.64,-0.82,1,1
387,10,961444,164,4,4,2,2,1340.0,4793.8,-7.65,-0.82,3,1
388,11,961608,164,4,4,2,2,573.6,3497.8,-7.65,51.88,2,2
389,12,961772,164,2,2,1,1,1576.3,3499.4,-3.55,1.09,2,0
390,13,961936,164,1,1,0,1,2078.1,2078.1,-0.82,-0.82,0,1
391,14,962100,164,1,1,0,1,1991.6,1991.6,-3.28,-3.28,1,0
392,15,962264,164,3,3,3,0,1649.9,11775.4,-167.00,15.29,2,1
393,16,962428,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
394,0,962592,164,2,2,1,1,232.5,3740.2,-104.07,-4.37,2,0
395,1,962756,164,3,3,0,3,215.8,888.0,-4.91,8.74,3,0
396,2,962920,164,2,2,0,2,866.6,887.0,-3.82,9.56,2,0
397,3,963084,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
398,4,963248,164,16,16,13,3,959.5,11439.0,-22.39,60.34,8,8
399,5,963412,164,1,1,1,0,2753.5,2753.5,4.64,4.64,1,0
400,6,963576,164,1,1,1,0,2730.9,2730.9,-3.82,-3.82,1,0
401,7,963740,164,14,14,10,4,545.3,11461.7,-55.70,48.87,7,7
402,8,963904,164,5,5,5,0,2057.6,4816.0,-9.01,12.29,3,2
403,9,964068,164,3,3,2,1,1006.2,3520.9,-2.18,9.56,2,1
404,10,964232,164,1,1,0,1,1132.0,1132.0,0.82,0.82,0,1
405,11,964396,164,2,2,0,2,1604.7,1985.2,-1.09,1.09,0,2
406,12,964560,164,2,2,1,1,1583.1,3978.7,-4.10,-3.82,2,0
407,13,964724,164,2,2,2,0,2321.7,9159.1,-1.37,3.00,2,0
408,14,964888,164,1,1,0,1,1560.7,1560.7,-0.82,-0.82,0,1
409,15,965052,164,1,1,1,0,5201.7,5201.7,-2.73,-2.73,1,0
410,16,965216,164,1,1,1,0,2467.3,2467.3,1.37,1.37,0,1
411,0,965380,164,1,1,1,0,4042.3,4042.3,-108.59,-108.59,1,0
412,1,965544,164,2,2,0,2,238.4,867.7,-4.37,6.01,2,0
413,2,965708,164,1,1,0,1,864.6,864.6,7.65,7.65,1,0
414,3,965872,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
415,4,966036,164,21,21,17,4,1315.5,11439.2,-48.87,60.89,10,11
416,5,966200,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
417,6,966364,164,1,1,1,0,2729.1,2729.1,12.01,12.01,1,0
418,7,966528,164,16,16,8,8,547.2,10718.6,-62.53,68.81,6,10
419,8,966692,164,5,5,3,2,1248.2,4838.7,-5.46,12.29,2,3
420,9,966856,164,1,1,0,1,1130.1,1130.1,0.82,0.82,0,1
421,10,967020,164,1,1,0,1,981.1,981.1,-0.82,-0.82,0,1
422,11,967184,164,3,3,1,2,1916.3,4001.7,-7.65,1.09,1,2
423,12,967348,164,1,1,1,0,2657.3,2657.3,-6.83,-6.83,1,0
424,13,967512,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
425,14,967676,164,2,2,2,0,4962.9,5156.6,-10.38,1.37,2,0
426,15,967840,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
427,16,968004,164,1,1,1,0,2681.2,2681.2,1.09,1.09,0,1
428,0,968168,164,1,1,0,1,257.9,257.9,-6.55,-6.55,1,0
429,1,968332,164,1,1,0,1,256.9,256.9,-6.83,-6.83,1,0
430,2,968496,164,3,3,1,2,832.9,11684.8,-3.55,11.19,3,0
431,3,968660,164,2,2,2,0,2873.5,8469.0,-0.82,1.64,1,1
432,4,968824,164,15,15,13,2,1322.7,11439.1,-48.33,13.38,5,10
433,5,968988,164,2,2,2,0,2201.1,10003.8,2.46,5.46,2,0
434,6,969152,164,1,1,1,0,2682.1,2682.1,9.01,9.01,1,0
435,7,969316,164,12,12,8,4,1487.4,10718.4,-56.52,45.05,6,6
436,8,969480,164,4,4,2,2,1294.3,4844.3,-5.73,9.83,0,4
437,9,969644,164,2,2,2,0,3497.7,5490.6,-6.55,6.01,2,0
438,10,969808,164,2,2,2,0,4625.5,4741.4,-2.18,-0.82,2,0
439,11,969972,164,3,3,2,1,2012.0,5201.6,-42.05,-3.00,3,0
440,12,970136,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
441,13,970300,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
442,14,970464,164,2,2,2,0,2321.5,3546.6,-1.91,5.73,2,0
443,15,970628,164,2,2,1,1,1288.7,4290.4,-4.64,-3.82,2,0
444,16,970792,164,1,1,1,0,4265.9,4265.9,-3.55,-3.55,1,0
445,0,970956,164,1,1,0,1,280.9,280.9,-8.19,-8.19,1,0
446,1,971120,164,2,2,0,2,265.5,530.1,-8.19,5.73,2,0
447,2,971284,164,2,2,1,1,833.6,2730.2,-5.19,4.64,2,0
448,3,971448,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
449,4,971612,164,21,21,17,4,1320.2,11438.8,-66.08,66.89,6,15
450,5,971776,164,1,1,1,0,9997.8,9997.8,4.64,4.64,1,0
451,6,971940,164,3,3,3,0,2658.2,9496.9,-20.20,6.01,3,0
452,7,972104,164,15,15,9,6,1731.8,11446.9,-46.42,51.33,5,10
453,8,972268,164,2,2,2,0,3041.1,3473.6,3.55,9.28,2,0
454,9,972432,164,4,4,3,1,1249.1,3475.1,1.09,9.28,3,1
455,10,972596,164,2,2,2,0,3475.1,4746.0,-2.46,4.91,2,0
456,11,972760,164,4,4,3,1,1004.0,4051.5,-12.01,-0.82,3,1
457,12,972924,164,3,3,2,1,1584.3,5249.2,-4.37,1.37,2,1
458,13,973088,164,1,1,0,1,1317.8,1317.8,-3.55,-3.55,1,0
459,14,973252,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
460,15,973416,164,1,1,1,0,1985.2,1985.2,18.57,18.57,1,0
461,16,973580,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
462,0,973744,164,1,1,0,1,291.9,291.9,-9.01,-9.01,1,0
463,1,973908,164,2,2,1,1,1154.8,10552.7,-54.33,9.05,2,0
464,2,974072,164,2,2,1,1,855.0,6349.8,-4.64,35.49,2,0
465,3,974236,164,2,2,2,0,2777.7,4434.4,4.64,52.70,2,0
466,4,974400,164,21,21,18,3,1315.3,11438.8,-66.62,55.97,6,15
467,5,974564,164,1,1,0,1,932.5,932.5,3.28,3.28,1,0
468,6,974728,164,1,1,0,1,952.2,952.2,3.55,3.55,1,0
469,7,974892,164,17,17,13,4,1508.8,10718.6,-47.78,51.33,8,9
470,8,975056,164,4,4,3,1,2274.2,4435.3,2.46,7.65,3,1
471,9,975220,164,1,1,1,0,3016.8,3016.8,6.55,6.55,1,0
472,10,975384,164,2,2,2,0,2226.1,9497.1,25.94,57.88,2,0
473,11,975548,164,6,6,3,3,504.1,6234.0,-39.32,31.67,4,2
474,12,975712,164,1,1,1,0,3568.6,3568.6,1.91,1.91,1,0
475,13,975876,164,1,1,1,0,2514.3,2514.3,-3.55,-3.55,1,0
476,14,976040,164,1,1,1,0,2032.7,2032.7,-3.28,-3.28,1,0
477,15,976204,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
478,16,976368,164,1,1,0,1,1993.5,1993.5,-2.46,-2.46,1,0
479,0,976532,164,1,1,0,1,330.7,330.7,-6.83,-6.83,1,0
480,1,976696,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
481,2,976860,164,2,2,0,2,840.9,841.7,2.73,3.00,2,0
482,3,977024,164,1,1,1,0,2850.1,2850.1,1.37,1.37,1,0
483,4,977188,164,13,13,12,1,1443.4,11439.2,-64.16,57.88,7,6
484,5,977352,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
485,6,977516,164,1,1,1,0,2610.9,2610.9,19.39,19.39,1,0
486,7,977680,164,14,14,9,5,1487.7,11445.8,-2.46,51.88,6,8
487,8,977844,164,4,4,3,1,1938.8,3378.9,-0.82,3.55,3,1
488,9,978008,164,4,4,3,1,2107.8,3331.3,-0.82,7.10,3,1
489,10,978172,164,3,3,1,2,1008.0,2203.0,0.82,1.91,1,2
490,11,978336,164,2,2,1,1,964.3,4123.6,-11.74,0.82,1,1
491,12,978500,164,2,2,2,0,3665.4,5275.7,-9.01,-4.64,2,0
492,13,978664,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
493,14,978828,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
494,15,978992,164,3,3,1,2,573.5,4722.6,-2.18,10.38,2,1
495,16,979156,164,1,1,0,1,1892.2,1892.2,9.28,9.28,0,1
496,0,979320,164,2,2,0,2,338.9,430.9,-6.01,-6.01,2,0
497,1,979484,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
498,2,979648,164,4,4,1,3,832.4,2705.2,-67.17,10.92,4,0
499,3,979812,164,3,3,1,2,834.8,2778.6,-9.83,10.92,3,0
500,4,979976,164,15,15,13,2,509.1,11438.8,-1.64,57.34,9,6
501,5,980140,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
502,6,980304,164,1,1,0,1,931.5,931.5,3.55,3.55,1,0
503,7,980468,164,15,15,9,6,1483.6,10718.1,-48.05,49.15,5,10
504,8,980632,164,4,4,0,4,1273.5,2105.8,-12.83,0.82,1,3
505,9,980796,164,5,5,3,2,1053.5,5534.8,-8.46,34.84,2,3
506,10,980960,164,3,3,3,0,3474.5,4721.2,-3.82,-0.82,3,0
507,11,981124,164,7,7,4,3,981.6,7239.4,-36.31,1.09,4,3
508,12,981288,164,1,1,1,0,5300.5,5300.5,-4.91,-4.91,1,0
509,13,981452,164,2,2,2,0,5057.6,10288.0,-59.25,-8.19,2,0
510,14,981616,164,5,5,5,0,2345.6,5225.5,-7.92,-1.37,5,0
511,15,981780,164,1,1,1,0,4743.1,4743.1,-0.82,-0.82,1,0
512,16,981944,164,2,2,2,0,2754.8,3403.1,-54.06,1.09,1,1
513,0,982108,164,1,1,0,1,360.7,360.7,-8.19,-8.19,1,0
514,1,982272,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
515,2,982436,164,2,2,0,2,807.7,808.7,3.28,3.28,2,0
516,3,982600,164,1,1,1,0,2778.3,2778.3,8.19,8.19,1,0
517,4,982764,164,18,18,14,4,1316.4,12211.4,-31.13,46.42,9,9
518,5,982928,164,2,2,2,0,9853.7,10022.5,3.82,4.64,2,0
519,6,983092,164,4,4,4,0,2538.9,11469.8,-2.46,13.38,3,1
520,7,983256,164,21,21,13,8,1460.7,10718.2,-60.07,60.34,9,12
521,8,983420,164,5,5,3,2,1119.8,4193.4,-11.52,3.28,2,3
522,9,983584,164,2,2,1,1,1273.3,2992.8,-0.82,6.83,1,1
523,10,983748,164,2,2,1,1,1991.8,4146.1,-0.82,0.82,0,2
524,11,983912,164,5,5,2,3,453.6,4170.6,-6.28,40.14,3,2
525,12,984076,164,3,3,2,1,1265.9,5245.9,-2.73,7.10,3,0
526,13,984240,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
527,14,984404,164,1,1,1,0,4841.1,4841.1,6.01,6.01,1,0
528,15,984568,164,2,2,1,1,1841.9,4410.9,-3.82,13.38,1,1
529,16,984732,164,1,1,0,1,1389.9,1389.9,-6.55,-6.55,1,0
530,0,984896,164,1,1,0,1,381.9,381.9,-6.55,-6.55,1,0
531,1,985060,164,1,1,0,1,385.4,385.4,-6.55,-6.55,1,0
532,2,985224,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
533,3,985388,164,1,1,1,0,2803.1,2803.1,5.19,5.19,1,0
534,4,985552,164,19,19,18,1,1457.7,11439.2,-69.35,63.07,12,7
535,5,985716,164,1,1,1,0,9928.8,9928.8,4.91,4.91,1,0
536,6,985880,164,3,3,3,0,2657.8,11469.7,-2.18,9.28,2,1
537,7,986044,164,16,16,11,5,1509.4,10718.6,-47.51,38.23,6,10
538,8,986208,164,2,2,2,0,2010.6,3378.7,2.18,5.19,2,0
539,9,986372,164,3,3,3,0,1290.3,12641.9,-1.09,11.74,2,1
540,10,986536,164,2,2,2,0,2969.2,4628.9,-1.64,4.64,2,0
541,11,986700,164,3,3,3,0,3689.8,8224.1,-33.04,1.64,3,0
542,12,986864,164,1,1,1,0,3643.3,3643.3,0.82,0.82,1,0
543,13,987028,164,1,1,0,1,1272.0,1272.0,-2.46,-2.46,1,0
544,14,987192,164,1,1,0,1,1560.5,1560.5,-0.82,-0.82,0,1
545,15,987356,164,1,1,0,1,1814.6,1814.6,4.64,4.64,1,0
546,16,987520,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
547,0,987684,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
548,1,987848,164,2,2,1,1,404.7,10649.0,-4.91,5.19,2,0
549,2,988012,164,3,3,0,3,816.3,1842.8,-11.74,-3.28,3,0
550,3,988176,164,2,2,2,0,2801.0,2848.9,-1.64,1.09,2,0
551,4,988340,164,18,18,17,1,1319.4,11439.1,-54.61,58.70,6,12
552,5,988504,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
553,6,988668,164,2,2,2,0,2656.5,11490.4,-4.10,13.65,1,1
554,7,988832,164,18,18,10,8,1437.2,11460.7,-17.75,68.26,6,12
555,8,988996,164,19,19,9,10,502.4,10816.3,-60.61,58.16,8,11
556,9,989160,164,2,2,1,1,1271.6,3306.6,0.82,1.64,1,1
557,10,989324,164,2,2,2,0,2946.4,3929.0,3.00,3.55,2,0
558,11,989488,164,1,1,1,0,5201.7,5201.7,8.19,8.19,1,0
559,12,989652,164,2,2,2,0,3665.8,5301.1,-3.00,1.91,2,0
560,13,989816,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
561,14,989980,164,1,1,1,0,2369.2,2369.2,-1.64,-1.64,1,0
562,15,990144,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
563,16,990308,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
564,0,990472,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
565,1,990636,164,3,3,0,3,409.2,866.0,-8.19,-3.00,3,0
566,2,990800,164,1,1,0,1,831.6,831.6,-4.91,-4.91,1,0
567,3,990964,164,1,1,0,1,1870.0,1870.0,-11.74,-11.74,1,0
568,4,991128,164,16,16,14,2,1336.1,11439.0,-29.49,69.35,9,7
569,5,991292,164,3,3,1,2,745.1,9979.2,-0.82,3.55,2,1
570,6,991456,164,2,2,2,0,2585.0,2608.5,-12.56,9.83,2,0
571,7,991620,164,11,11,7,4,450.5,10718.2,-58.70,41.23,6,5
572,8,991784,164,10,10,6,4,574.0,10765.9,-30.58,12.56,3,7
573,9,991948,164,4,4,2,2,1268.5,5611.7,-10.38,0.82,1,3
574,10,992112,164,4,4,1,3,1264.4,2945.6,-6.28,5.46,2,2
575,11,992276,164,3,3,2,1,498.9,4773.4,-48.87,-1.37,3,0
576,12,992440,164,3,3,3,0,3569.6,5317.0,-9.28,1.91,3,0
577,13,992604,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
578,14,992768,164,1,1,0,1,1648.6,1648.6,-3.55,-3.55,0,1
579,15,992932,164,1,1,0,1,1846.9,1846.9,-11.74,-11.74,1,0
580,16,993096,164,1,1,0,1,1941.9,1941.9,22.12,22.12,1,0
581,0,993260,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
582,1,993424,164,3,3,0,3,448.8,842.5,-9.56,-8.46,3,0
583,2,993588,164,4,4,1,3,435.0,1889.5,-11.74,-8.46,4,0
584,3,993752,164,1,1,1,0,2753.0,2753.0,4.64,4.64,1,0
585,4,993916,164,15,15,13,2,1334.3,11439.0,-40.68,53.79,6,9
586,5,994080,164,2,2,1,1,361.6,2608.9,-3.28,21.84,2,0
587,6,994244,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
588,7,994408,164,19,19,11,8,1437.8,10718.4,-42.32,66.89,6,13
589,8,994572,164,18,18,9,9,599.0,10823.3,-49.15,33.86,10,8
590,9,994736,164,2,2,1,1,2108.0,3331.5,0.55,4.91,1,1
591,10,994900,164,2,2,1,1,1122.9,2921.7,12.56,26.48,1,1
592,11,995064,164,3,3,3,0,3690.7,4724.7,-12.01,-2.18,3,0
593,12,995228,164,3,3,3,0,3736.9,5326.3,-6.28,1.64,3,0
594,13,995392,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
595,14,995556,164,2,2,2,0,2369.9,2851.0,-2.46,22.12,1,1
596,15,995720,164,1,1,0,1,1865.2,1865.2,5.73,5.73,1,0
597,16,995884,164,1,1,1,0,3232.9,3232.9,1.64,1.64,1,0
598,0,996048,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
599,1,996212,164,1,1,0,1,455.8,455.8,-9.56,-9.56,1,0
600,2,996376,164,1,1,0,1,1938.2,1938.2,-11.74,-11.74,1,0
601,3,996540,164,1,1,0,1,1938.5,1938.5,-12.01,-12.01,1,0
602,4,996704,164,17,17,15,2,357.6,11439.0,-50.24,22.39,6,11
603,5,996868,164,1,1,1,0,9814.7,9814.7,4.91,4.91,1,0
604,6,997032,164,2,2,2,0,2538.4,11464.1,-5.73,7.10,2,0
605,7,997196,164,18,18,12,6,307.3,10718.4,-63.89,69.90,8,10
606,8,997360,164,18,18,9,9,480.8,10770.7,-20.75,67.17,8,10
607,9,997524,164,2,2,2,0,2922.4,5636.2,0.82,4.64,1,1
608,10,997688,164,3,3,3,0,2874.9,4818.8,-2.73,14.47,2,1
609,11,997852,164,2,2,1,1,1627.8,3715.7,-8.19,1.09,1,1
610,12,998016,164,1,1,1,0,5276.1,5276.1,-7.65,-7.65,1,0
611,13,998180,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
612,14,998344,164,1,1,1,0,2371.0,2371.0,-1.64,-1.64,1,0
613,15,998508,164,2,2,0,2,1840.3,1890.6,2.18,11.74,2,0
614,16,998672,164,1,1,1,0,2538.2,2538.2,-1.09,-1.09,0,1
615,0,998836,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
616,1,999000,164,1,1,0,1,891.6,891.6,-10.65,-10.65,1,0
617,2,999164,164,3,3,0,3,494.5,1965.1,-11.74,-7.92,3,0
618,3,999328,164,3,3,1,2,499.4,2778.5,-7.65,3.00,2,1
619,4,999492,164,14,14,12,2,1319.5,11439.1,-4.64,60.34,5,9
620,5,999656,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
621,6,999820,164,3,3,3,0,2537.7,11466.8,-3.55,6.01,3,0
622,7,999984,164,17,17,9,8,280.6,10718.3,-69.62,24.85,4,13
623,8,1000148,164,14,14,8,6,546.9,11899.8,-58.98,31.95,10,4
624,9,1000312,164,3,3,2,1,1004.8,2107.0,-1.09,5.73,1,2
625,10,1000476,164,3,3,1,2,957.0,2849.6,0.82,11.19,1,2
626,11,1000640,164,6,6,3,3,429.5,4823.1,-11.47,21.02,5,1
627,12,1000804,164,3,3,3,0,4360.9,5348.1,-11.47,-10.65,3,0
628,13,1000968,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
629,14,1001132,164,1,1,1,0,2371.4,2371.4,-1.91,-1.91,1,0
630,15,1001296,164,1,1,0,1,1799.0,1799.0,14.74,14.74,1,0
631,16,1001460,164,1,1,1,0,4506.8,4506.8,38.23,38.23,1,0
632,0,1001624,164,1,1,0,1,2133.0,2133.0,9.01,9.01,1,0
633,1,1001788,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
634,2,1001952,164,3,3,0,3,506.5,1995.8,-11.74,2.46,3,0
635,3,1002116,164,2,2,2,0,2753.3,3160.6,5.46,51.60,2,0
636,4,1002280,164,18,18,16,2,1316.3,11439.0,-4.64,60.89,8,10
637,5,1002444,164,3,3,2,1,2250.4,4530.4,-0.82,6.01,2,1
638,6,1002608,164,2,2,1,1,283.7,2586.9,-2.46,5.73,2,0
639,7,1002772,164,16,16,12,4,1488.1,10718.5,-49.15,64.71,7,9
640,8,1002936,164,16,16,8,8,594.6,10772.9,-53.79,66.89,9,7
641,9,1003100,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
642,10,1003264,164,3,3,3,0,3713.0,4771.9,-3.28,4.91,3,0
643,11,1003428,164,4,4,3,1,453.3,3809.2,-26.48,9.56,4,0
644,12,1003592,164,3,3,2,1,1177.4,5390.9,-13.92,-1.37,2,1
645,13,1003756,164,1,1,0,1,1178.0,1178.0,-0.82,-0.82,0,1
646,14,1003920,164,1,1,0,1,1584.0,1584.0,-3.28,-3.28,1,0
647,15,1004084,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
648,16,1004248,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
649,0,1004412,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
650,1,1004576,164,1,1,0,1,955.7,955.7,-9.56,-9.56,1,0
651,2,1004740,164,2,2,0,2,955.3,2034.2,-11.74,-9.56,2,0
652,3,1004904,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
653,4,1005068,164,15,15,13,2,1318.5,11606.3,-58.98,66.08,6,9
654,5,1005232,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
655,6,1005396,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
656,7,1005560,164,17,17,12,5,1437.0,10718.3,-48.33,65.80,9,8
657,8,1005724,164,14,14,8,6,1245.7,10817.1,-69.08,39.86,5,9
658,9,1005888,164,3,3,3,0,3235.4,5589.9,7.10,8.19,3,0
659,10,1006052,164,3,3,3,0,4556.4,4700.0,-2.46,-1.37,3,0
660,11,1006216,164,1,1,1,0,4411.1,4411.1,-11.74,-11.74,1,0
661,12,1006380,164,5,5,4,1,1179.2,5370.0,-4.64,3.55,3,2
662,13,1006544,164,1,1,0,1,1986.6,1986.6,-4.91,-4.91,1,0
663,14,1006708,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
664,15,1006872,164,1,1,0,1,1708.6,1708.6,18.84,18.84,1,0
665,16,1007036,164,2,2,2,0,2920.8,3641.0,-1.09,0.82,1,1
666,0,1007200,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
667,1,1007364,164,1,1,0,1,979.0,979.0,-8.46,-8.46,1,0
668,2,1007528,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
669,3,1007692,164,1,1,0,1,891.0,891.0,0.82,0.82,0,1
670,4,1007856,164,15,15,13,2,1325.4,11439.0,-61.16,46.42,10,5
671,5,1008020,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
672,6,1008184,164,2,2,1,1,2206.6,2586.2,0.82,12.29,1,1
673,7,1008348,164,15,15,9,6,551.3,11443.9,-26.76,69.90,7,8
674,8,1008512,164,14,14,6,8,548.2,10770.8,-54.06,29.21,4,10
675,9,1008676,164,2,2,2,0,3210.8,5584.7,3.82,11.19,2,0
676,10,1008840,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
677,11,1009004,164,5,5,2,3,1370.1,4769.4,-10.92,9.28,2,3
678,12,1009168,164,3,3,1,2,1486.2,2755.1,-1.09,10.38,1,2
679,13,1009332,164,1,1,0,1,1538.3,1538.3,-0.82,-0.82,1,0
680,14,1009496,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
681,15,1009660,164,3,3,2,1,573.2,2848.8,-1.64,1.91,1,2
682,16,1009824,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
683,0,1009988,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
684,1,1010152,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
685,2,1010316,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
686,3,1010480,164,2,2,1,1,888.5,2729.2,-0.82,49.15,1,1
687,4,1010644,164,15,15,14,1,1322.6,11439.1,-21.84,69.62,7,8
688,5,1010808,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
689,6,1010972,164,2,2,0,2,286.8,2178.5,-10.65,-0.82,1,1
690,7,1011136,164,15,15,8,7,547.1,11448.2,-54.06,4.64,7,8
691,8,1011300,164,11,11,6,5,1266.2,10886.6,-13.11,40.41,4,7
692,9,1011464,164,1,1,0,1,2151.5,2151.5,-0.82,-0.82,0,1
693,10,1011628,164,3,3,2,1,1316.3,4695.5,-6.28,1.09,1,2
